"Station_ID","Month_UTC","Year_UTC","appendiculariaAbundance","appendiculariaEstimatedBiomass","bryozoan_larvaeAbundance","bryozoan_larvaeEstimatedBiomass","chaetognathaAbundance","chaetognathaEstimatedBiomass","cnidaria_ctenophoresAbundance","cnidaria_ctenophoresEstimatedBiomass","copepoda_calanoida_minus_eucalanidsAbundance","copepoda_calanoida_minus_eucalanidsEstimatedBiomass","copepoda_eucalanidsAbundance","copepoda_eucalanidsEstimatedBiomass","copepoda_harpacticoidaAbundance","copepoda_harpacticoidaEstimatedBiomass","copepoda_oithona_likeAbundance","copepoda_oithona_likeEstimatedBiomass","copepoda_othersAbundance","copepoda_othersEstimatedBiomass","copepoda_poecilostomatoidsAbundance","copepoda_poecilostomatoidsEstimatedBiomass","crustacea_othersAbundance","crustacea_othersEstimatedBiomass","doliolidsAbundance","doliolidsEstimatedBiomass","eggsAbundance","eggsEstimatedBiomass","euphausiidsAbundance","euphausiidsEstimatedBiomass","multiplesAbundance","multiplesEstimatedBiomass","naupliiAbundance","naupliiEstimatedBiomass","ostracodsAbundance","ostracodsEstimatedBiomass","othersAbundance","othersEstimatedBiomass","polychaeteAbundance","polychaeteEstimatedBiomass","pteropoda_heteropodaAbundance","pteropoda_heteropodaEstimatedBiomass","pyrosomesAbundance","pyrosomesEstimatedBiomass","rhizariaAbundance","rhizariaEstimatedBiomass","salpsAbundance","salpsEstimatedBiomass","pH_min","pH_max","pH_mean","pH_median","pH_var","pH_range","depth_at_pH_min","depth_at_pH_max","OmegaCA_min","OmegaCA_max","OmegaCA_mean","OmegaCA_median","OmegaCA_var","OmegaCA_range","depth_at_OmegaCA_min","depth_at_OmegaCA_max","CO3_min","CO3_max","CO3_mean","CO3_median","CO3_var","CO3_range","depth_at_CO3_min","depth_at_CO3_max","TA_min","TA_max","TA_mean","TA_median","TA_var","TA_range","depth_at_TA_min","depth_at_TA_max","DIC_min","DIC_max","DIC_mean","DIC_median","DIC_var","DIC_range","depth_at_DIC_min","depth_at_DIC_max","pCO2_min","pCO2_max","pCO2_mean","pCO2_median","pCO2_var","pCO2_range","depth_at_pCO2_min","depth_at_pCO2_max","RF_min","RF_max","RF_mean","RF_median","RF_var","RF_range","depth_at_RF_min","depth_at_RF_max","OmegaAR_min","OmegaAR_max","OmegaAR_mean","OmegaAR_median","OmegaAR_var","OmegaAR_range","depth_at_OmegaAR_min","depth_at_OmegaAR_max","YearMonth","Longitude","Latitude"
"080.0 100.0",4,2018,1186.57,7.27,191.38,0.19,2296.58,170.09,736.82,46.34,71423.68,470.01,267.93,51.91,191.38,0.35,6928.02,11.05,267.93,11,5435.24,27.61,76.55,5.15,0,0,1339.67,26.95,234.44,311.55,578.93,3.29,956.91,3.46,1301.4,11.18,650.7,14.76,38.28,1.54,765.53,0.94,4.78,145.99,3138.66,3.61,0,0,8.0675227392746,8.0675227392746,8.0675227392746,8.0675227392746,NA,0,3,3,3.65239724403437,3.65239724403437,3.65239724403437,3.65239724403437,NA,0,3,3,151.671653893135,151.671653893135,151.671653893135,151.671653893135,NA,0,3,3,2222.7,2222.7,2222.7,2222.7,NA,0,3,3,2011.9,2011.9,2011.9,2011.9,NA,0,3,3,368.291624469365,368.291624469365,368.291624469365,368.291624469365,NA,0,3,3,11.5822869657826,11.5822869657826,11.5822869657826,11.5822869657826,NA,0,3,3,2.33587155829443,2.33587155829443,2.33587155829443,2.33587155829443,NA,0,3,3,2018-04-01,-123.906,32.8167
"080.0 100.0",6,2018,8130.83,116.95,0,0,1675.36,56.5,668.29,27.59,37057.46,181.49,0,0,0,0,2636.02,8.5,0,0,4492.38,13.66,895.69,12.11,0,0,445.52,17.44,185.64,0.13,482.65,15.49,1485.08,5.49,668.29,2.9,0,0,74.25,3.17,779.67,2.13,0,0,1113.81,0.53,74.25,2.03,8.03412954431982,8.03773413671206,8.03593184051594,8.03593184051594,6.49654315710157e-06,0.0036045923922412,3,31,3.59761866019832,3.61145542921892,3.60453704470862,3.60453704470862,9.57280884647125e-05,0.0138367690205996,3,31,149.304701472278,150.589841024637,149.947271248457,149.947271248457,0.825791834518744,1.285139552359,3,31,2226.6,2227.8,2227.2,2227.2,0.720000000000327,1.20000000000027,3,31,2019.8,2020.7,2020.25,2020.25,0.405000000000082,0.900000000000091,31,3,398.982782224492,403.898729536413,401.440755880452,401.440755880452,12.0832689867917,4.915947311921,31,3,11.6498967975839,11.7062106078725,11.6780537027282,11.6780537027282,0.00158562261461022,0.0563138102886,31,3,2.30813437992178,2.31769537947274,2.31291487969726,2.31291487969726,4.57063562067267e-05,0.00956099955095979,3,31,2018-06-01,-123.906,32.8167
"080.0 100.0",7,2014,12558.58,109.7,185.78,0.24,5387.56,85.17,3483.33,128.48,81259.2,426.78,0,0,37.16,0.12,22479.11,36.63,371.56,0.2,20621.33,46.14,1973.89,24.64,4.64,1.27,1857.78,30.95,719.89,105.49,1411.91,24.99,1300.44,2.62,6353.6,23.5,408.71,1.91,743.11,9.43,2600.89,17.86,4.64,38.16,1857.78,2.6,371.56,0.56,7.79775747033397,8.0366864675617,7.98283744198524,8.02937629368518,0.0107511742510687,0.238928997227729,170,50,1.74542909359947,3.79739357010279,3.22772236922595,3.7191032825445,0.770522761672673,2.05196447650332,170,2,75.0404594775361,156.956354927884,134.989462792912,155.133284286874,1244.510187448,81.9158954503479,170,2,2211.8,2234.6,2221.34,2220.7,70.4179999999988,22.7999999999997,100,170,2002.7,2152,2039.2,2005,4126.685,149.3,50,170,397.630554863844,717.349330976703,468.720818207109,408.279454427648,19412.9979862188,319.718776112859,100,170,11.3408143433882,16.8066503523418,12.7010751464538,11.410560812767,5.55300017834268,5.4658360089536,2,170,1.10841868239405,2.45108029170892,2.07228975469061,2.39298576124555,0.329039828985278,1.34266160931487,170,2,2014-07-01,-123.906,32.8167
"080.0 100.0",7,2015,3942.27,50.14,763.64,0.87,1870.91,47.03,1207.5,48.75,79852.5,475.68,0,0,0,0,16060.23,44.6,190.91,0.07,21906.82,58.19,9163.64,3.32,214.77,2.72,2319.55,25.11,620.45,3.78,3865.91,45.27,381.82,0.96,1551.14,11.89,1026.14,10,572.73,4.93,1718.18,1.46,0,0,0,0,0,0,7.79149405556993,8.05663892442834,7.97109744537515,8.00565251420354,0.0109239705095275,0.26514486885841,170,50,1.71284140494526,3.9769798137819,3.20558771721907,3.81217004589532,0.973950076599816,2.26413840883664,170,50,73.643964888605,166.160812701187,133.957379594759,157.229254500089,1582.10210181281,92.516847812582,170,50,2206.9,2234.6,2221.3,2220.1,166.114999999999,27.6999999999998,100,50,1994.1,2154.2,2041.34,2003,4614.60799999999,160.1,3,170,379.496880730527,728.00550313242,482.692528481625,435.027384913189,19638.6654681167,348.508622401893,50,170,10.9974750563136,16.9276651783973,12.82789897386,11.2934807372329,6.47072822252238,5.9301901220837,50,170,1.08746829280042,2.56389098367012,2.06116663192353,2.46642335681582,0.419783032662047,1.4764226908697,170,50,2015-07-01,-123.906,32.8167
"080.0 100.0",7,2019,3822.74,67.72,382.27,0.42,2446.55,27.62,38.23,3.08,47172.56,206.95,0,0,0,0,9174.57,22.37,0,0,25693.56,81.54,2026.05,41.56,382.27,0.34,3134.64,65.04,993.91,35.46,0,0,2675.91,7.58,5084.24,51.18,1605.55,21.66,955.68,17.73,458.73,30.31,33.45,41.45,1189.83,1.04,0,0,8.00850162432719,8.0102571267247,8.00937937552595,8.00937937552595,1.54089433383088e-06,0.00175550239750955,3,24,3.75239865397307,3.75387061133576,3.75313463265441,3.75313463265441,1.08332923878867e-06,0.00147195736269001,3,24,155.651774444272,156.241862696512,155.946818570392,155.946818570392,0.174102072715817,0.59008825223998,3,24,2239.9,2241.4,2240.65,2240.65,1.125,1.5,24,3,2024.8,2027.4,2026.1,2026.1,3.38000000000035,2.60000000000014,24,3,432.141599027163,435.493748339218,433.81767368319,433.81767368319,5.61845250515528,3.35214931205496,24,3,11.4255769495485,11.459714972661,11.4426459611048,11.4426459611048,0.00058270231101482,0.0341380231125008,24,3,2.42273710827955,2.42427346546877,2.42350528687416,2.42350528687416,1.18019670643427e-06,0.00153635718922018,3,24,2019-07-01,-123.906,32.8167
"080.0 100.0",7,2020,2522.34,23.2,1719.78,1.78,4586.07,113.48,1559.26,83.51,90632.19,428.82,0,0,0,0,6879.1,25.79,0,0,35026.1,92.38,7452.36,1.54,2293.03,2.86,2293.03,71.54,114.65,51.25,1777.1,55.75,573.26,1.17,1203.84,3.29,0,0,1261.17,14.83,1261.17,73.17,0,0,2350.36,2.46,0,0,8.01797331586355,8.02584335171611,8.02190833378983,8.02190833378983,3.0968732160294e-05,0.00787003585256052,26,2,3.74915689746728,3.78940498941024,3.76928094343876,3.76928094343876,0.00080995445252448,0.04024809194296,26,2,155.905225992516,156.682360756,156.293793374258,156.293793374258,0.301969220307677,0.777134763484014,26,2,2221.6,2230.2,2225.9,2225.9,36.9799999999992,8.59999999999991,2,26,2005.3,2015.2,2010.25,2010.25,49.0050000000009,9.90000000000009,2,26,413.425768982976,421.953178616167,417.689473799571,417.689473799571,36.3583575261192,8.52740963319098,2,26,11.3634482809491,11.4143068096881,11.3888775453186,11.3888775453186,0.0012932949727478,0.0508585287389991,2,26,2.4186580331612,2.44266675660472,2.43066239488296,2.43066239488296,0.000288209400693714,0.02400872344352,26,2,2020-07-01,-123.906,32.8167
"080.0 100.0",8,2017,7075.97,130.44,1953.49,2.14,8942.64,211.67,3711.63,127.23,94027.91,473.3,43.41,5.27,260.47,1.95,7379.84,14.1,260.47,2.03,20446.51,54.39,4905.43,7.24,0,0,4124.03,51.83,1389.15,17.98,1519.38,21.72,1736.43,6.3,1779.84,7.46,868.22,1.62,998.45,22.03,2865.12,19.18,0,0,7032.56,57.57,0,0,7.82770422471268,8.04450233974273,7.98271922095817,8.01486477952513,0.00768804805948748,0.216798115030049,170,50,1.88329283114593,3.76651316932732,3.25080419201709,3.73224727540528,0.657068190666887,1.88322033818139,170,25,80.9670121644462,156.345445766276,136.040948072986,154.92952390304,1052.43448618477,75.3784336018298,170,25,2217,2235.7,2222.74,2219.7,55.7729999999994,18.6999999999998,100,170,2003.5,2141.8,2038.78,2006.5,3498.40700000001,138.3,50,170,390.17590445796,666.758230010659,465.571407160798,424.41621015536,12875.2675793067,276.582325552699,50,170,11.3689714888589,16.2901411695371,12.6011806533414,11.4196780201336,4.50169245185643,4.9211696806782,25,170,1.19666929102719,2.43192485518835,2.08857813438026,2.39960123443498,0.281753073276989,1.23525556416116,170,25,2017-08-01,-123.906,32.8167
"080.0 100.0",10,2020,531.45,16.94,531.45,0.51,2763.54,81.92,0,0,45598.37,558.42,0,0,0,0,3720.15,19.9,0,0,22320.88,54.31,2444.67,25.63,0,0,0,0,531.45,100.15,0,0,531.45,0.92,3826.44,26.67,850.32,14.3,106.29,4.87,2125.8,7.49,47.83,362.76,2763.54,2.92,0,0,8.01267368407822,8.02497741294095,8.01882554850959,8.01882554850959,7.56908719638028e-05,0.0123037288627312,25,2,3.82180703409997,3.93239746228538,3.87710224819268,3.87710224819268,0.00611512140311616,0.11059042818541,25,2,157.85858336228,161.832619501466,159.845601431873,159.845601431873,7.89648161777823,3.97403613918601,25,2,2201.2,2206.1,2203.65,2203.65,12.0050000000004,4.90000000000009,25,2,1982.3,1983.4,1982.85,1982.85,0.60500000000015,1.10000000000014,2,25,413.024087666441,425.005359131748,419.014723399094,419.014723399094,71.7754329626896,11.981271465307,2,25,11.1021899029811,11.2461658273488,11.174177865165,11.174177865165,0.0103645333987668,0.1439759243677,2,25,2.4715865256993,2.54254690924911,2.5070667174742,2.5070667174742,0.00251768801676808,0.07096038354981,25,2,2020-10-01,-123.906,32.8167
"080.0 100.0",11,2014,6317.81,73.42,172.5,0.17,4808.44,115.64,935.81,32.69,42823.12,272.01,0,0,345,0.74,7848.75,24.86,0,0,30122.81,52.23,258.75,0.06,345,1.16,1832.81,23.88,720.19,169.68,2307.19,49.36,172.5,0.29,4226.25,19.3,366.56,7.76,86.25,0.42,1768.12,56.01,0,0,797.81,1.47,0,0,7.79949676773401,8.04782907640967,7.98834859813437,8.03138059848169,0.0111973837556204,0.24833230867566,170,100,1.74948921592852,4.05033106479919,3.42334894668966,4.01011634395627,0.98754208295657,2.30084184887067,170,25,75.2024037834998,168.002970436468,143.055682990829,166.994461118635,1602.06198067187,92.8005666529682,170,25,2219.2,2230.7,2228.22,2230.3,25.4770000000004,11.5,100,25,1997.4,2147.1,2034.12,1998.8,4164.35699999999,149.7,25,170,382.812016214152,713.012487538326,463.486850024997,408.210178462717,19570.4545169849,330.200471324174,100,170,10.9141455080895,16.7761650536083,12.3664991832482,10.9504059158089,6.39669056741781,5.8620195455188,25,170,1.11099122614063,2.62233921699429,2.20582568706982,2.59708219647857,0.427591828802801,1.51134799085366,170,25,2014-11-01,-123.906,32.8167
"080.0 100.0",11,2015,12046.19,109.91,214.76,0.25,2337.98,49.72,946.9,39.89,66068.57,218.03,0,0,0,0,17454.29,45.94,292.86,0.35,8004.76,13.85,4.88,0.91,390.48,1.11,1581.43,14.71,585.71,3.42,2089.05,15.57,585.71,1.07,1230,3.42,488.1,0.54,0,0,1600.95,12.92,195.24,17.18,1483.81,1.91,0,0,8.05915137041565,8.12744659205934,8.08564424318467,8.06066477770381,0.00124110462636174,0.0682952216436892,0,170,3.66279901402584,4.02374529737714,3.87933252666531,3.8751894072403,0.021764362705371,0.3609462833513,170,0,157.527575602104,166.33067049713,162.664710086283,161.611231488124,13.7731596534778,8.80309489502599,170,26,2211.9,2386.4,2250.48,2219.4,5784.207,174.5,101,170,1983.6,2167,2023.2,1988.1,6466.865,183.4,101,170,313.95765659865,377.528632684793,353.591170920539,373.045156179579,916.86068002315,63.570976086143,101,0,10.9562394808245,11.9519922420127,11.2177671706797,11.0998317292321,0.174511593711941,0.9957527611882,26,170,2.32686004604352,2.5930905830454,2.48794599293642,2.49275384151795,0.0120040556763668,0.26623053700188,170,0,2015-11-01,-123.906,32.8167
"080.0 100.0",11,2016,3520.69,16.36,391.19,0.41,4425.31,146.12,1696.78,47.64,68457.85,358.18,0,0,391.19,0.99,8606.13,16.8,0,0,8606.13,20.89,1447.39,7.86,0,0,2073.29,53.51,430.31,2.42,0,0,782.38,1.09,3911.88,4.07,782.38,3.84,430.31,7.86,3134.39,53.17,440.09,32.32,2034.18,1.86,0,0,7.80295725593907,8.04730064288034,7.98432750490868,8.04030908803628,0.0108940142658119,0.244343386941271,170,35,1.76472399110901,3.81523350799001,3.16019312187814,3.57165325404082,0.769661784226761,2.050509516881,170,3,75.8567485000657,158.527182168458,132.255350905037,149.357643936272,1241.2994525471,82.6704336683923,170,35,2204.6,2233.2,2212.34,2208.5,138.617999999998,28.5999999999999,103,170,1988.4,2149,2034.1,1999.9,4624.60499999999,160.6,35,170,386.68864689118,707.868887463631,464.891938070571,395.49318320633,19053.7752786145,321.180240572451,35,170,11.2359708897024,16.7347889874673,12.8219625593712,11.6322319215622,5.45379854672426,5.4988180977649,35,170,1.12066323447644,2.45629975920503,2.02577542851666,2.29045412048381,0.326603401670292,1.33563652472859,170,3,2016-11-01,-123.906,32.8167
"080.0 100.0",11,2017,2073.94,10.99,188.54,0.2,2832.82,67.04,377.08,6.13,47097.38,391.92,0,0,0,0,11878.04,22.95,0,0,9464.73,26.7,377.08,1.56,0,0,942.7,6.22,890.85,271.02,414.79,8.1,1319.78,2.42,4529.68,6.41,37.71,19.69,0,0,263.96,193.28,0,0,565.62,0.22,0,0,7.87854070597872,8.04723060056699,8.00624229625052,8.03524944341164,0.00512420262766603,0.168689894588271,170,100,2.09862054316539,3.91231539636558,3.39690607777617,3.75740713339969,0.586592687861164,1.81369485320019,170,26,90.3309025921467,162.777472710457,142.457603865155,157.10608385917,931.208561359503,72.4465701183103,170,26,2224.7,2244.1,2232.14,2231.4,52.5729999999998,19.4000000000001,100,170,2005.5,2132.8,2037.5,2011.1,2938.82500000001,127.3,26,170,383.484196647666,587.841465366721,435.767243569547,401.459229902221,7297.48094922495,204.357268719055,100,170,11.1179531980552,15.5156728537545,12.2520445313476,11.3483970252394,3.49106706149044,4.3977196556993,26,170,1.33371686098498,2.52562267674419,2.18280331110058,2.42002316631864,0.253267414878515,1.19190581575921,170,26,2017-11-01,-123.906,32.8167
"090.0 028.0",1,2017,0,0,808.82,0.5,2760.11,86.17,404.41,12.93,208878.68,626.53,40.44,7.47,0,0,69963.24,83.63,404.41,4.32,1213.24,3.72,0,0,0,0,808.82,2.71,1213.24,0.58,0,0,404.41,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.03975570220005,8.09456824208854,8.0671619721443,8.0671619721443,0.00150220726451363,0.0548125398884896,30,1,3.48801630846048,3.93616831554464,3.71209231200256,3.71209231200256,0.100420110726781,0.44815200708416,30,1,145.451387302357,163.213640694142,154.33251399825,154.33251399825,157.748822776989,17.762253391785,30,1,2221.6,2226.3,2223.95,2223.95,11.0450000000013,4.70000000000027,1,30,1992.8,2025.7,2009.25,2009.25,541.205000000003,32.9000000000001,1,30,342.600893689761,396.463367053822,369.532130371791,369.532130371791,1450.58301844709,53.862473364061,1,30,11.0798592767607,11.893735025332,11.4867971510463,11.4867971510463,0.331196867056247,0.8138757485713,1,30,2.23259163605593,2.52091864909586,2.3767551425759,2.3767551425759,0.0415662332242641,0.28832701303993,30,1,2017-01-01,-117.7681,33.4846
"090.0 028.0",1,2021,19505.02,91.5,12538.94,10.74,2424.2,7.36,0,0,182994.23,525.7,0,0,0,0,9771.09,13.71,0,0,10681.32,18.5,7430.48,1.31,0,0,464.41,1.25,464.41,3.93,1857.62,10.3,7490.86,16.33,0,0,3269.41,6.13,0,0,8359.29,9.44,0,0,1393.22,0.51,0,0,8.08365796794991,8.08365796794991,8.08365796794991,8.08365796794991,NA,0,4,4,3.9110112363243,3.9110112363243,3.9110112363243,3.9110112363243,NA,0,4,4,162.61779529784,162.61779529784,162.61779529784,162.61779529784,NA,0,4,4,2258.6,2258.6,2258.6,2258.6,NA,0,4,4,2032.1,2032.1,2032.1,2032.1,NA,0,4,4,357.872647626279,357.872647626279,357.872647626279,357.872647626279,NA,0,4,4,11.244768093734,11.244768093734,11.244768093734,11.244768093734,NA,0,4,4,2.50543873625327,2.50543873625327,2.50543873625327,2.50543873625327,NA,0,4,4,2021-01-01,-117.7681,33.4846
"090.0 028.0",2,2014,7880,62.08,400,0.41,360,1.88,750,20.91,64380,171.38,5,5.22,0,0,26100,26.4,160,0.19,1605,2.16,250,1.18,0,0,240,0.98,265,2.14,1445,17.07,240,1.52,240,0.63,640,2.59,160,1.55,1215,6.08,0,0,405,0.17,0,0,8.02391929665792,8.07208073038172,8.04800001351982,8.04800001351982,0.00115976184916592,0.0481614337237986,30,2,3.31778454046363,3.82234730782613,3.57006592414488,3.57006592414488,0.127291793104252,0.5045627673625,30,2,138.527231207503,158.826118524125,148.676674865814,148.676674865814,206.022413146459,20.298887316622,30,2,2229.8,2237.6,2233.7,2233.7,30.4199999999979,7.79999999999973,30,2,2016.2,2039.8,2028,2028,278.479999999998,23.5999999999999,2,30,365.90001488775,413.427477714726,389.663746301238,389.663746301238,1129.42986138479,47.527462826976,2,30,11.3127672044341,12.2492057670895,11.7809864857618,11.7809864857618,0.438458590814054,0.936438562655399,2,30,2.12117959032916,2.44990775986763,2.2855436750984,2.2855436750984,0.0540311047240566,0.32872816953847,30,2,2014-02-01,-117.7681,33.4846
"090.0 028.0",2,2019,5237.15,13.96,4364.29,3.04,2073.04,15.63,912.53,24.08,116169.52,248.53,39.68,39.11,0,0,14283.14,27.93,198.38,0.15,13732.64,30.83,1666.37,3.12,0,0,2420.2,13.05,1428.31,6.91,3372.41,10.05,17739.86,29.76,793.51,0.9,2182.15,0.94,396.75,4.96,2697.93,2.18,0,0,1626.69,1.38,0,0,8.05639868149336,8.05639868149336,8.05639868149336,8.05639868149336,NA,0,2,2,3.76370145776693,3.76370145776693,3.76370145776693,3.76370145776693,NA,0,2,2,156.460799831882,156.460799831882,156.460799831882,156.460799831882,NA,0,2,2,2241.8,2241.8,2241.8,2241.8,NA,0,2,2,2024.6,2024.6,2024.6,2024.6,NA,0,2,2,382.244932275166,382.244932275166,382.244932275166,382.244932275166,NA,0,2,2,11.4281007894228,11.4281007894228,11.4281007894228,11.4281007894228,NA,0,2,2,2.4146191707625,2.4146191707625,2.4146191707625,2.4146191707625,NA,0,2,2,2019-02-01,-117.7681,33.4846
"090.0 028.0",4,2016,17500,548.99,16250,9.6,6893.75,214.83,1312.5,46.19,1997625,12113.98,625,148.09,0,0,218812.5,331.37,1250,0.56,48750,81.94,5000,3.25,0,0,10062.5,46.94,18812.5,82.15,70000,827.3,92500,159.67,3750,2.01,11312.5,53.17,0,0,2500,62.86,0,0,12500,10.7,0,0,7.77419743921132,8.08289502813132,7.92854623367132,7.92854623367132,0.0476471007025108,0.30869758892,31,1,1.88097305004164,4.07003738841524,2.97550521922844,2.97550521922844,2.39600133876952,2.1890643383736,31,1,78.6873887770866,168.969928009968,123.828658393527,123.828658393527,4075.46844516838,90.2825392328814,31,1,2234.3,2246.5,2240.4,2240.4,74.4199999999978,12.1999999999998,31,1,2010.2,2147.6,2078.9,2078.9,9439.37999999998,137.4,1,31,356.840836642685,782.900048254247,569.870442448466,569.870442448466,90763.2258995329,426.059211611562,1,31,10.9331375495949,16.4393157582614,13.6862266539282,13.6862266539282,15.1589992327969,5.5061782086665,1,31,1.19855369565657,2.61559301397623,1.9070733548164,1.9070733548164,1.00400021483192,1.41703931831966,31,1,2016-04-01,-117.7681,33.4846
"090.0 028.0",4,2018,17191.28,76.95,464.63,0.63,5401.31,149.39,696.94,29.59,171970.85,920.57,232.31,75.38,0,0,15797.39,19.22,0,0,7666.38,13.64,1922.4,22.52,0,0,153176.6,684.81,58.08,24.28,929.26,3.98,8827.95,36.09,0,0,71674.85,26.84,1510.04,34.4,929.26,0.59,0,0,7434.07,4.88,0,0,8.08030080248768,8.08030080248768,8.08030080248768,8.08030080248768,NA,0,1,1,4.08761747922535,4.08761747922535,4.08761747922535,4.08761747922535,NA,0,1,1,169.66613820323,169.66613820323,169.66613820323,169.66613820323,NA,0,1,1,2241.8,2241.8,2241.8,2241.8,NA,0,1,1,2004.6,2004.6,2004.6,2004.6,NA,0,1,1,358.595100418876,358.595100418876,358.595100418876,358.595100418876,NA,0,1,1,10.8877859120734,10.8877859120734,10.8877859120734,10.8877859120734,NA,0,1,1,2.62905220327808,2.62905220327808,2.62905220327808,2.62905220327808,NA,0,1,1,2018-04-01,-117.7681,33.4846
"090.0 028.0",4,2019,801.71,46.24,1509.1,1.3,4102.88,168.72,471.6,15.95,56030.21,1011.68,801.71,100.26,188.64,0.36,5847.78,9.39,0,0,12685.91,26.64,240.51,4.79,0,0,2362.69,32.36,424.44,18.99,848.87,50.4,2829.57,13.77,377.28,0.43,1131.83,1.54,235.8,2.13,1891.1,1.23,0,0,3395.48,2.51,0,0,8.08876038211301,8.08876038211301,8.08876038211301,8.08876038211301,NA,0,1.7,1.7,4.19288223368136,4.19288223368136,4.19288223368136,4.19288223368136,NA,0,1.7,1.7,174.0548987804,174.0548987804,174.0548987804,174.0548987804,NA,0,1.7,1.7,2242.8,2242.8,2242.8,2242.8,NA,0,1.7,1.7,1998.9,1998.9,1998.9,1998.9,NA,0,1.7,1.7,350.412972153179,350.412972153179,350.412972153179,350.412972153179,NA,0,1.7,1.7,10.7238654324165,10.7238654324165,10.7238654324165,10.7238654324165,NA,0,1.7,1.7,2.69869870584842,2.69869870584842,2.69869870584842,2.69869870584842,NA,0,1.7,1.7,2019-04-01,-117.7681,33.4846
"090.0 028.0",6,2018,10354.75,33.83,690.32,0.69,17301.05,221.72,12339.41,395.37,150747.84,617.78,349.47,5.97,0,0,20752.64,27.45,0,0,12555.13,37.2,23125.6,4.37,345.16,1.31,6558.01,25.87,1078.62,7.85,2070.95,45.84,3796.74,8.74,0,0,2804.41,3.65,690.32,6.18,1423.78,3.61,0,0,2114.09,0.96,43.14,7.2,8.0319603100825,8.0319603100825,8.0319603100825,8.0319603100825,NA,0,2,2,4.03099986035606,4.03099986035606,4.03099986035606,4.03099986035606,NA,0,2,2,167.145849370422,167.145849370422,167.145849370422,167.145849370422,NA,0,2,2,2245.6,2245.6,2245.6,2245.6,NA,0,2,2,2013.9,2013.9,2013.9,2013.9,NA,0,2,2,409.276314634522,409.276314634522,409.276314634522,409.276314634522,NA,0,2,2,10.9907578715477,10.9907578715477,10.9907578715477,10.9907578715477,NA,0,2,2,2.60787901272846,2.60787901272846,2.60787901272846,2.60787901272846,NA,0,2,2,2018-06-01,-117.7681,33.4846
"090.0 028.0",7,2019,0,0,2075.02,1.86,2386.27,75.77,51.88,3.83,242258.58,986.77,155.63,65.3,0,0,23862.73,38.54,0,0,5187.55,15.12,11625.3,36.82,0,0,1037.51,2.64,155.63,100.36,1089.39,8.54,6225.06,13.81,103.75,5.57,0,0,0,0,0,0,0,0,0,0,0,0,8.05652840827832,8.05652840827832,8.05652840827832,8.05652840827832,NA,0,1,1,4.38063334274697,4.38063334274697,4.38063334274697,4.38063334274697,NA,0,1,1,181.418497498583,181.418497498583,181.418497498583,181.418497498583,NA,0,1,1,2249.8,2249.8,2249.8,2249.8,NA,0,1,1,1996.5,1996.5,1996.5,1996.5,NA,0,1,1,383.140648827238,383.140648827238,383.140648827238,383.140648827238,NA,0,1,1,10.4736631715162,10.4736631715162,10.4736631715162,10.4736631715162,NA,0,1,1,2.84229871965182,2.84229871965182,2.84229871965182,2.84229871965182,NA,0,1,1,2019-07-01,-117.7681,33.4846
"090.0 028.0",7,2020,9029.35,50.33,3386,1.97,10835.21,213.19,564.33,41.26,310948.08,1548.16,338.6,122.16,0,0,28329.57,36.79,0,0,13544.02,25.5,5648.98,10.25,0,0,0,0,112.87,2.44,1128.67,3.88,11286.68,21.25,1128.67,1.78,2257.34,1.7,0,0,0,0,0,0,2257.34,0.63,0,0,8.07683221956795,8.07683221956795,8.07683221956795,8.07683221956795,NA,0,2,2,4.33798104927701,4.33798104927701,4.33798104927701,4.33798104927701,NA,0,2,2,179.793864019922,179.793864019922,179.793864019922,179.793864019922,NA,0,2,2,2241.6,2241.6,2241.6,2241.6,NA,0,2,2,1989.6,1989.6,1989.6,1989.6,NA,0,2,2,361.544461804051,361.544461804051,361.544461804051,361.544461804051,NA,0,2,2,10.5038756545455,10.5038756545455,10.5038756545455,10.5038756545455,NA,0,2,2,2.80433634490658,2.80433634490658,2.80433634490658,2.80433634490658,NA,0,2,2,2020-07-01,-117.7681,33.4846
"090.0 028.0",8,2017,7072.21,25.31,2720.08,1.9,7181.01,84.54,0,0,412668.64,1923.18,587.54,5.37,0,0,29376.85,36.2,0,0,7616.22,19.75,19590.01,5.94,0,0,587.54,11.23,2181.5,7.08,9792.28,54.01,1088.03,1.97,0,0,3264.09,1.93,0,0,1088.03,0.98,0,0,1088.03,0.51,0,0,8.10973528004934,8.10973528004934,8.10973528004934,8.10973528004934,NA,0,2,2,5.14888015169009,5.14888015169009,5.14888015169009,5.14888015169009,NA,0,2,2,212.213574086707,212.213574086707,212.213574086707,212.213574086707,NA,0,2,2,2237.3,2237.3,2237.3,2237.3,NA,0,2,2,1937.1,1937.1,1937.1,1937.1,NA,0,2,2,327.726797330035,327.726797330035,327.726797330035,327.726797330035,NA,0,2,2,9.50217931963384,9.50217931963384,9.50217931963384,9.50217931963384,NA,0,2,2,3.36133677042875,3.36133677042875,3.36133677042875,3.36133677042875,NA,0,2,2,2017-08-01,-117.7681,33.4846
